Date,Stock Symbol,Open Price,High Price,Low Price,Close Price,Volume
2024-03-27,INFY,1123.04,1136.1,1089.05,1133.9,527805
2024-03-27,HDFCBANK,1307.78,1352.33,1231.72,1246.01,501428
2024-03-27,ICICIBANK,1138.06,1196.8,1046.4,1068.41,150713
2024-03-27,BAJFINANCE,1871.18,1881.71,1860.96,1872.17,354777
2024-03-27,HUL,1427.37,1501.8,1373.55,1417.56,644234
2024-03-27,KOTAKBANK,1941.97,1992.56,1911.13,1982.91,414965
2024-03-27,LT,1762.83,1807.91,1728.25,1754.19,809117
2024-03-27,ITC,2840.89,2909.43,2750.32,2885.13,269513
2024-03-28,RELIANCE,1790.21,1879.67,1760.5,1781.69,590102
2024-03-28,TCS,2027.54,2050.56,1969.06,1984.26,407104
2024-03-28,INFY,2917.91,2990.44,2907.09,2937.98,717634
2024-03-28,HDFCBANK,1114.29,1183.11,1026.11,1052.43,378316
2024-03-28,ICICIBANK,2735.18,2808.95,2718.7,2737.9,653977
2024-03-28,BAJFINANCE,1708.94,1748.15,1677.89,1683.78,599893
2024-03-28,HUL,2856.94,2872.17,2790.16,2845.77,305702
2024-03-28,KOTAKBANK,2622.89,2651.97,2572.84,2625.14,871134
2024-03-28,LT,1381.57,1407.44,1348.52,1374.66,976846
2024-03-28,ITC,2446.89,2526.34,2357.16,2367.4,610831
2024-03-29,RELIANCE,2400.02,2445.66,2320.04,2419.57,614444
2024-03-29,TCS,1379.65,1444.25,1296.11,1438.81,800796
2024-03-29,INFY,1111.68,1204.76,1036.89,1104.74,149362
2024-03-29,HDFCBANK,2276.34,2372.37,2202.81,2310.09,494220
2024-03-29,ICICIBANK,1681.23,1772.16,1615.39,1727.14,609373
2024-03-29,BAJFINANCE,1605.6,1701.67,1510.81,1668.87,242501
2024-03-29,HUL,1664.02,1713.7,1606.14,1657.21,395904
2024-03-29,KOTAKBANK,1215.05,1296.6,1201.66,1234.96,641727
2024-03-29,LT,1977.03,2030.27,1917.89,1984.91,466636
2024-03-29,ITC,2489.39,2542.91,2411.75,2510.39,740401
2024-03-30,RELIANCE,2366.15,2425.42,2326.88,2370.96,225826
2024-03-30,TCS,2558.42,2632.15,2516.84,2533.89,631544
2024-03-30,INFY,1789.44,1843.73,1758.72,1795.17,415585
2024-03-30,HDFCBANK,2906.47,2943.14,2870.59,2923.8,363945
2024-03-30,ICICIBANK,2440.28,2457.48,2406.28,2417.25,624230
2024-03-30,BAJFINANCE,2567.15,2636.75,2512.39,2556.31,480570
2024-03-30,HUL,1723.11,1734.2,1630.38,1730.52,423832
2024-03-30,KOTAKBANK,1398.02,1454.32,1337.81,1342.57,956623
2024-03-30,LT,2068.58,2105.45,2049.05,2096.27,462761
2024-03-30,ITC,2641.62,2689.06,2615.28,2657.61,906113
2024-03-31,RELIANCE,1504.83,1531.15,1493.16,1515.91,585259
2024-03-31,TCS,1295.73,1369.51,1251.43,1316.66,505995
2024-03-31,INFY,2505.65,2535.85,2466.26,2487.87,968276
2024-03-31,HDFCBANK,1291.92,1380.05,1239.69,1298.63,366434
2024-03-31,ICICIBANK,1528.85,1615.24,1511.13,1585.43,635747
2024-03-31,BAJFINANCE,1621.02,1713.75,1565.6,1587.92,968265
2024-03-31,HUL,2894.11,2963.94,2851.13,2909.31,727704
2024-03-31,KOTAKBANK,1261.24,1306.11,1218.7,1287.09,918926
2024-03-31,LT,2532.14,2607.12,2504.72,2548.51,993616
2024-03-31,ITC,2373.05,2387.23,2316.54,2329.53,987640
2024-04-01,RELIANCE,1812.58,1882.81,1739.06,1759.97,279499
2024-04-01,TCS,1639.01,1677.01,1617.44,1633.96,592434
2024-04-01,INFY,1365.5,1421.66,1355.17,1382.7,594210
2024-04-01,HDFCBANK,1919.11,2006.86,1877.14,2006.23,471482
2024-04-01,ICICIBANK,1895.66,1958.61,1846.61,1910.32,635366
2024-04-01,BAJFINANCE,2782.04,2821.51,2757.27,2788.57,448483
2024-04-01,HUL,2241.62,2340.06,2209.39,2220.23,172741
2024-04-01,KOTAKBANK,1980.86,2017.11,1899.93,2001.82,754878
2024-04-01,LT,1969.12,2031.77,1875.79,1975.31,288240
2024-04-01,ITC,1349.38,1384.93,1263.54,1284.65,442367
2024-04-02,RELIANCE,1276.5,1324.61,1196.32,1222.48,278288
2024-04-02,TCS,1240.26,1304.28,1167.57,1199.51,843198
2024-04-02,INFY,1603.51,1660.92,1511.88,1604.47,781980
2024-04-02,HDFCBANK,2259.21,2283.1,2218.19,2254.27,215432
2024-04-02,ICICIBANK,1988.64,2056.82,1916.4,1942.16,498553
2024-04-02,BAJFINANCE,2273.64,2328.43,2215.97,2318.05,276188
2024-04-02,HUL,2642.03,2741.13,2600.24,2645.5,622307
2024-04-02,KOTAKBANK,2770.04,2792.25,2689.39,2761.35,449735
2024-04-02,LT,1008.67,1062.04,911.45,929.43,140440
2024-04-02,ITC,1280.63,1345.38,1215.31,1329.84,607476
2024-04-03,RELIANCE,2929.93,2991.57,2834.31,2884.37,520715
2024-04-03,TCS,1938.44,2036.82,1874.58,2028.97,516313
2024-04-03,INFY,1830.0,1865.77,1754.37,1855.12,604729
2024-04-03,HDFCBANK,2552.98,2637.33,2459.18,2575.98,533029
2024-04-03,ICICIBANK,1426.46,1470.42,1333.47,1459.94,832533
2024-04-03,BAJFINANCE,2233.81,2293.04,2151.84,2159.76,772496
2024-04-03,HUL,2605.71,2627.21,2547.45,2594.26,159700
2024-04-03,KOTAKBANK,2627.1,2660.29,2568.99,2657.58,277877
2024-04-03,LT,1095.59,1188.61,1043.9,1144.44,239386
2024-04-03,ITC,2442.24,2490.36,2415.14,2445.08,933058
2024-04-04,RELIANCE,2305.41,2318.33,2239.94,2289.78,988390
2024-04-04,TCS,2026.78,2095.91,1952.36,2000.77,184127
2024-04-04,INFY,1108.03,1164.0,1039.02,1145.61,679323
2024-04-04,HDFCBANK,1568.67,1654.02,1490.66,1509.21,279554
2024-04-04,ICICIBANK,1011.9,1028.57,974.28,1001.55,880861
2024-04-04,BAJFINANCE,1606.7,1681.43,1528.2,1623.0,759101
2024-04-04,HUL,2547.61,2584.44,2461.5,2472.86,873082
2024-04-04,KOTAKBANK,2608.41,2690.24,2595.08,2596.27,325966
2024-04-04,LT,2793.88,2886.95,2727.4,2797.06,515745
2024-04-04,ITC,1057.33,1138.78,963.65,973.45,715263
2024-04-05,RELIANCE,1362.5,1430.37,1296.1,1350.07,909725
2024-04-05,TCS,1575.12,1674.6,1478.17,1671.0,164367
2024-04-05,INFY,1730.99,1796.19,1649.43,1673.77,117543
2024-04-05,HDFCBANK,1864.0,1951.3,1800.55,1852.43,100858
2024-04-05,ICICIBANK,1882.85,1965.97,1817.12,1857.82,461396
2024-04-05,BAJFINANCE,2423.11,2452.55,2362.08,2429.84,619464
2024-04-05,HUL,1539.99,1612.2,1505.14,1588.78,475483
2024-04-05,KOTAKBANK,1062.49,1087.01,993.73,1017.13,550314
2024-04-05,LT,1093.56,1121.17,1037.66,1051.91,170119
2024-04-05,ITC,2542.63,2552.74,2489.52,2510.03,347189
2024-04-06,RELIANCE,1653.61,1719.16,1598.16,1643.7,344980
2024-04-06,TCS,1918.88,1974.48,1832.87,1971.61,986153
2024-04-06,INFY,1957.68,2055.09,1862.5,1912.28,685527
2024-04-06,HDFCBANK,2941.74,2984.88,2843.24,2843.81,448703
2024-04-06,ICICIBANK,1724.11,1763.21,1677.98,1747.01,819033
2024-04-06,BAJFINANCE,2964.45,3047.77,2886.64,2957.43,636635
2024-04-06,HUL,1983.75,2020.32,1928.88,1982.15,374406
2024-04-06,KOTAKBANK,2294.82,2314.51,2211.21,2244.22,663242
2024-04-06,LT,2113.15,2211.53,2020.26,2064.31,991880
2024-04-06,ITC,2652.07,2673.39,2616.74,2663.41,440826
2024-04-07,RELIANCE,2213.61,2259.44,2201.18,2258.97,787214
2024-04-07,TCS,1521.05,1610.32,1428.2,1477.33,506696
2024-04-07,INFY,1269.1,1333.44,1180.82,1263.76,193384
2024-04-07,HDFCBANK,2308.39,2367.37,2270.16,2363.11,585538
2024-04-07,ICICIBANK,1809.0,1843.19,1786.77,1813.73,924078
2024-04-07,BAJFINANCE,2473.99,2557.23,2395.84,2506.24,547752
2024-04-07,HUL,1399.74,1466.06,1367.43,1367.49,784995
2024-04-07,KOTAKBANK,2707.82,2776.93,2664.8,2743.45,351315
2024-04-07,LT,2548.99,2637.14,2500.41,2630.54,592935
2024-04-07,ITC,2827.82,2873.02,2734.27,2857.7,861181
2024-04-08,RELIANCE,1924.46,1979.2,1879.11,1933.34,939650
2024-04-08,TCS,1318.78,1362.44,1262.5,1292.19,985359
2024-04-08,INFY,2924.51,2944.99,2849.09,2924.16,751674
2024-04-08,HDFCBANK,2377.41,2465.26,2286.19,2287.98,512857
2024-04-08,ICICIBANK,1854.38,1911.01,1821.17,1839.49,546472
2024-04-08,BAJFINANCE,1801.16,1842.13,1761.36,1818.07,408046
2024-04-08,HUL,2304.34,2327.5,2286.5,2298.54,607715
2024-04-08,KOTAKBANK,1010.08,1109.74,980.09,1018.6,522898
2024-04-08,LT,2625.47,2706.67,2581.1,2672.74,148247
2024-04-08,ITC,2922.04,2975.49,2908.11,2963.43,771217
2024-04-09,RELIANCE,1646.71,1662.65,1614.42,1637.53,347618
2024-04-09,TCS,1494.65,1552.43,1424.51,1534.85,846128
2024-04-09,INFY,2462.03,2520.26,2447.99,2492.97,419528
2024-04-09,HDFCBANK,2999.17,3077.64,2961.16,3034.9,129920
2024-04-09,ICICIBANK,1344.58,1434.44,1254.46,1329.36,866950
2024-04-09,BAJFINANCE,1245.19,1324.29,1167.3,1263.98,761523
2024-04-09,HUL,1553.33,1645.7,1457.92,1510.84,143097
2024-04-09,KOTAKBANK,2109.4,2208.06,2030.22,2103.41,614283
2024-04-09,LT,1003.43,1013.56,970.39,1006.17,528068
2024-04-09,ITC,1668.22,1714.92,1619.65,1630.41,995499
2024-04-10,RELIANCE,1866.45,1892.23,1805.65,1870.84,981410
2024-04-10,TCS,2245.58,2281.37,2161.23,2246.89,178016
2024-04-10,INFY,1077.61,1121.86,1000.76,1081.89,288232
2024-04-10,HDFCBANK,2207.23,2237.49,2193.97,2201.74,458324
2024-04-10,ICICIBANK,2210.21,2309.76,2118.01,2207.55,431322
2024-04-10,BAJFINANCE,2359.13,2444.0,2273.83,2411.02,740087
2024-04-10,HUL,2719.44,2774.51,2661.58,2733.25,337834
2024-04-10,KOTAKBANK,1245.98,1281.63,1201.52,1223.07,560815
2024-04-10,LT,2547.48,2601.26,2500.07,2542.64,495480
2024-04-10,ITC,1880.77,1927.19,1783.71,1851.92,398331
2024-04-11,RELIANCE,1861.85,1885.65,1842.86,1846.61,640961
2024-04-11,TCS,2501.51,2547.49,2473.47,2507.75,389470
2024-04-11,INFY,1725.89,1744.95,1645.31,1684.02,971149
2024-04-11,HDFCBANK,2416.35,2466.69,2398.2,2463.35,221820
2024-04-11,ICICIBANK,2238.49,2286.15,2209.07,2283.39,226332
2024-04-11,BAJFINANCE,1261.9,1333.81,1196.96,1210.17,564051
2024-04-11,HUL,2760.8,2837.89,2669.34,2782.27,467941
2024-04-11,KOTAKBANK,2682.0,2742.73,2618.76,2699.79,208352
2024-04-11,LT,2467.42,2509.37,2409.14,2495.69,709586
2024-04-11,ITC,2379.57,2408.98,2328.46,2373.39,392034
2024-04-12,RELIANCE,2710.14,2732.05,2688.87,2723.28,771551
2024-04-12,TCS,1823.93,1891.01,1791.56,1834.48,180514
2024-04-12,INFY,1319.75,1374.07,1231.43,1318.65,469284
2024-04-12,HDFCBANK,2327.71,2421.95,2272.68,2318.48,700680
2024-04-12,ICICIBANK,1099.19,1194.35,1083.82,1156.0,807775
2024-04-12,BAJFINANCE,2329.28,2365.06,2265.96,2282.34,542492
2024-04-12,HUL,1265.36,1284.22,1182.25,1213.91,159350
2024-04-12,KOTAKBANK,1421.46,1520.09,1392.48,1453.78,483295
2024-04-12,LT,2734.88,2811.35,2676.32,2784.01,840844
2024-04-12,ITC,1155.63,1243.82,1076.13,1119.02,644512
2024-04-13,RELIANCE,1655.48,1718.06,1560.19,1701.94,916950
2024-04-13,TCS,1391.06,1488.95,1329.62,1426.93,639818
2024-04-13,INFY,1104.78,1131.45,1048.86,1068.32,188132
2024-04-13,HDFCBANK,2391.08,2469.34,2336.84,2429.91,552291
2024-04-13,ICICIBANK,1926.72,1959.23,1847.32,1956.35,119633
2024-04-13,BAJFINANCE,2604.66,2651.13,2557.92,2577.55,505370
2024-04-13,HUL,1681.36,1722.04,1592.85,1715.26,940213
2024-04-13,KOTAKBANK,1496.12,1572.31,1424.85,1557.57,583812
2024-04-13,LT,2688.77,2735.95,2651.82,2723.62,517688
2024-04-13,ITC,1501.38,1596.94,1489.0,1582.99,537878
2024-04-14,RELIANCE,2364.31,2455.22,2275.53,2432.21,917592
2024-04-14,TCS,1333.6,1413.84,1281.85,1375.19,194257
2024-04-14,INFY,2446.17,2538.0,2414.18,2446.32,692800
2024-04-14,HDFCBANK,1348.17,1384.08,1270.99,1355.02,242176
2024-04-14,ICICIBANK,2211.6,2240.11,2196.29,2200.67,409382
2024-04-14,BAJFINANCE,2412.86,2489.22,2350.78,2488.47,710565
2024-04-14,HUL,2536.97,2610.51,2461.11,2518.68,551653
2024-04-14,KOTAKBANK,1927.44,1977.09,1876.15,1971.7,299131
2024-04-14,LT,1930.8,1971.05,1859.26,1959.02,496905
2024-04-14,ITC,2970.78,3054.47,2914.48,2946.42,474877
2024-04-15,RELIANCE,1395.3,1421.82,1317.34,1338.63,492692
2024-04-15,TCS,2757.86,2793.78,2736.98,2774.88,377441
2024-04-15,INFY,2260.56,2290.5,2237.64,2272.52,546584
2024-04-15,HDFCBANK,1717.46,1744.89,1655.31,1732.9,839918
2024-04-15,ICICIBANK,1842.06,1884.43,1818.47,1832.58,853541
2024-04-15,BAJFINANCE,2989.03,3087.3,2937.63,2944.28,347739
2024-04-15,HUL,1981.9,1993.28,1918.77,1939.58,305736
2024-04-15,KOTAKBANK,1831.67,1914.8,1798.24,1855.16,503544
2024-04-15,LT,2466.39,2516.99,2403.02,2516.59,526187
2024-04-15,ITC,2589.52,2674.01,2530.37,2568.43,252441
2024-04-16,RELIANCE,1016.99,1112.31,966.74,1013.79,820430
2024-04-16,TCS,2104.33,2156.81,2033.7,2085.53,890822
2024-04-16,INFY,1937.52,2021.47,1871.64,1995.75,122455
2024-04-16,HDFCBANK,1609.53,1642.55,1573.82,1601.12,280948
2024-04-16,ICICIBANK,2782.88,2795.15,2750.88,2780.25,224414
2024-04-16,BAJFINANCE,2291.95,2331.88,2237.48,2295.63,580257
2024-04-16,HUL,2277.63,2295.86,2199.16,2232.23,581137
2024-04-16,KOTAKBANK,2523.38,2564.91,2487.64,2515.09,672894
2024-04-16,LT,1061.03,1107.24,962.26,1068.67,744727
2024-04-16,ITC,1246.4,1264.59,1158.07,1213.87,727800
2024-04-17,RELIANCE,1614.18,1665.71,1575.92,1643.81,225058
2024-04-17,TCS,2284.15,2329.34,2197.2,2281.62,764827
2024-04-17,INFY,2039.5,2103.35,2022.55,2097.0,505579
2024-04-17,HDFCBANK,1980.84,1999.5,1895.72,1989.58,633072
2024-04-17,ICICIBANK,1702.99,1741.21,1674.16,1683.11,686612
2024-04-17,BAJFINANCE,1458.44,1531.5,1373.53,1434.37,851968
2024-04-17,HUL,2743.4,2761.92,2671.46,2737.26,511868
2024-04-17,KOTAKBANK,1309.05,1375.67,1250.69,1367.85,333717
2024-04-17,LT,1037.47,1084.94,1012.64,1063.97,134024
2024-04-17,ITC,1730.09,1772.29,1716.59,1738.35,427597
2024-04-18,RELIANCE,2825.14,2839.65,2763.79,2790.82,557373
2024-04-18,TCS,2560.08,2595.35,2505.72,2585.1,274845
2024-04-18,INFY,2722.7,2784.49,2676.62,2685.44,552971
2024-04-18,HDFCBANK,2537.76,2584.94,2454.6,2556.58,850147
2024-04-18,ICICIBANK,1006.01,1059.62,944.39,979.36,139271
2024-04-18,BAJFINANCE,1693.95,1715.98,1654.64,1686.91,804615
2024-04-18,HUL,1876.71,1964.45,1803.12,1952.46,319525
2024-04-18,KOTAKBANK,1082.14,1147.23,1028.1,1076.12,631594
2024-04-18,LT,2311.44,2384.86,2228.58,2318.23,644993
2024-04-18,ITC,2327.56,2356.26,2237.61,2281.59,555210
2024-04-19,RELIANCE,2305.66,2320.19,2277.67,2281.83,429331
2024-04-19,TCS,1311.32,1371.69,1243.63,1343.82,650221
2024-04-19,INFY,2873.09,2958.18,2857.85,2941.8,261447
2024-04-19,HDFCBANK,1829.81,1841.71,1801.84,1808.17,742184
2024-04-19,ICICIBANK,1719.18,1797.87,1703.89,1707.02,694782
2024-04-19,BAJFINANCE,1964.61,1993.13,1937.85,1981.3,263398
2024-04-19,HUL,2054.83,2106.37,1958.91,2092.32,272515
2024-04-19,KOTAKBANK,1842.18,1869.18,1753.97,1865.24,115246
2024-04-19,LT,1893.31,1921.59,1831.17,1914.71,562758
2024-04-19,ITC,1139.78,1184.16,1094.33,1139.03,417615
2024-04-20,RELIANCE,2925.8,2968.34,2860.26,2961.29,606353
2024-04-20,TCS,2076.25,2140.65,2010.5,2054.84,657994
2024-04-20,INFY,2860.19,2873.45,2761.52,2872.97,578305
2024-04-20,HDFCBANK,1576.16,1633.27,1507.8,1624.42,206664
2024-04-20,ICICIBANK,2214.02,2237.83,2127.21,2223.77,512629
2024-04-20,BAJFINANCE,2741.55,2802.28,2705.45,2770.73,865538
2024-04-20,HUL,1275.38,1329.58,1249.29,1286.79,445375
2024-04-20,KOTAKBANK,2978.22,2990.33,2957.47,2960.97,237139
2024-04-20,LT,2871.68,2962.67,2803.87,2820.64,279959
2024-04-20,ITC,2617.11,2656.14,2601.2,2607.72,732416
2024-04-21,RELIANCE,1020.42,1070.84,943.72,992.78,983697
2024-04-21,TCS,1252.22,1348.63,1219.95,1233.08,849052
2024-04-21,INFY,1499.07,1549.27,1427.26,1436.02,443224
2024-04-21,HDFCBANK,1752.21,1771.87,1703.6,1751.64,128898
2024-04-21,ICICIBANK,1924.74,1981.28,1830.96,1968.16,461686
2024-04-21,BAJFINANCE,2075.27,2093.6,2039.24,2064.08,623939
2024-04-21,HUL,1964.67,2043.7,1884.07,2040.35,184235
2024-04-21,KOTAKBANK,1692.75,1719.27,1645.9,1678.69,136445
2024-04-21,LT,1270.68,1354.06,1237.45,1343.84,784571
2024-04-21,ITC,1891.91,1960.74,1812.27,1895.78,421180
2024-04-22,RELIANCE,1097.41,1159.1,1060.24,1147.78,497085
2024-04-22,TCS,2899.55,2939.82,2848.39,2914.02,726480
2024-04-22,INFY,2791.63,2827.94,2766.83,2808.97,402782
2024-04-22,HDFCBANK,2846.82,2941.94,2784.61,2938.72,648516
2024-04-22,ICICIBANK,1791.7,1867.3,1721.96,1833.88,943674
2024-04-22,BAJFINANCE,1350.18,1396.3,1270.91,1327.57,132106
2024-04-22,HUL,2691.4,2738.77,2646.87,2696.93,153086
2024-04-22,KOTAKBANK,2354.3,2385.13,2324.23,2348.99,257407
2024-04-22,LT,2251.43,2292.68,2208.69,2222.63,722646
2024-04-22,ITC,2968.14,3057.06,2870.0,3049.35,606895
2024-04-23,RELIANCE,2057.2,2133.33,1983.63,2031.26,923458
2024-04-23,TCS,1488.49,1543.66,1432.9,1521.0,139946
2024-04-23,INFY,1035.53,1054.8,949.61,979.34,469483
2024-04-23,HDFCBANK,2460.34,2474.53,2429.31,2474.26,783956
2024-04-23,ICICIBANK,2426.28,2470.87,2397.01,2401.26,182502
2024-04-23,BAJFINANCE,2596.76,2615.57,2552.78,2598.37,412419
2024-04-23,HUL,2240.35,2275.62,2209.21,2254.99,787577
2024-04-23,KOTAKBANK,1034.72,1128.36,971.99,1076.39,817167
2024-04-23,LT,1764.96,1775.58,1668.63,1724.47,850094
2024-04-23,ITC,1721.58,1743.75,1640.19,1682.67,415012
2024-04-24,RELIANCE,1219.13,1257.07,1125.03,1251.04,882536
2024-04-24,TCS,1620.22,1654.87,1568.11,1648.4,151851
2024-04-24,INFY,2121.89,2210.08,2093.0,2179.04,990027
2024-04-24,HDFCBANK,1609.34,1666.9,1511.47,1648.4,339121
2024-04-24,ICICIBANK,2735.21,2778.74,2656.27,2760.01,937657
2024-04-24,BAJFINANCE,2783.36,2832.34,2698.3,2766.68,492541
2024-04-24,HUL,2830.93,2909.22,2757.09,2855.54,305900
2024-04-24,KOTAKBANK,1359.22,1386.98,1296.0,1337.03,714106
2024-04-24,LT,1201.36,1256.19,1190.52,1248.56,863298
2024-04-24,ITC,1447.8,1533.49,1352.57,1372.4,994532
2024-04-25,RELIANCE,2956.61,3001.4,2864.64,3000.24,204824
2024-04-25,TCS,2077.75,2100.56,2044.34,2069.15,298381
2024-04-25,INFY,1308.78,1322.95,1243.56,1300.85,729900
2024-04-25,HDFCBANK,1280.29,1303.73,1213.83,1262.03,960413
2024-04-25,ICICIBANK,2828.78,2916.12,2743.01,2885.96,591639
2024-04-25,BAJFINANCE,2268.82,2362.06,2200.72,2292.81,282338
2024-04-25,HUL,2938.65,3019.28,2842.54,3016.28,511644
2024-04-25,KOTAKBANK,1533.78,1625.42,1514.81,1577.92,368817
2024-04-25,LT,2651.52,2687.69,2553.79,2669.5,710598
2024-04-25,ITC,2646.18,2661.48,2606.58,2633.52,774086
2024-04-26,RELIANCE,2669.42,2685.31,2658.31,2658.79,377978
2024-04-26,TCS,1111.59,1122.08,1033.93,1087.24,599890
2024-04-26,INFY,1686.42,1759.69,1674.62,1721.01,231210
2024-04-26,HDFCBANK,2444.42,2504.98,2359.34,2426.25,931460
2024-04-26,ICICIBANK,1052.64,1067.86,978.97,1048.02,161132
2024-04-26,BAJFINANCE,1035.7,1102.94,984.83,996.88,775424
2024-04-26,HUL,1355.74,1406.88,1334.56,1393.74,321745
2024-04-26,KOTAKBANK,1554.69,1569.3,1460.12,1492.58,182674
2024-04-26,LT,1399.6,1493.82,1384.24,1457.57,774800
2024-04-26,ITC,1372.08,1399.19,1300.3,1353.87,670254
2024-04-27,RELIANCE,1194.42,1271.8,1183.32,1251.11,759603
2024-04-27,TCS,1548.72,1637.91,1527.97,1636.93,999167
2024-04-27,INFY,2900.59,2972.11,2831.15,2833.78,902722
2024-04-27,HDFCBANK,1149.86,1238.02,1086.19,1226.23,810685
2024-04-27,ICICIBANK,2897.75,2966.08,2798.7,2908.11,178294
2024-04-27,BAJFINANCE,2278.7,2360.73,2215.25,2320.85,454447
2024-04-27,HUL,1974.93,1991.57,1948.72,1974.57,298154
2024-04-27,KOTAKBANK,1649.39,1726.37,1590.01,1661.43,418673
2024-04-27,LT,1074.24,1169.03,1056.64,1158.13,106734
2024-04-27,ITC,1759.47,1849.97,1723.64,1811.4,382461
2024-04-28,RELIANCE,1011.21,1109.61,938.88,1077.89,728304
2024-04-28,TCS,1004.39,1079.63,953.89,958.96,130280
2024-04-28,INFY,2039.89,2118.41,1984.81,2088.28,400042
2024-04-28,HDFCBANK,2233.05,2302.09,2163.6,2211.04,600955
2024-04-28,ICICIBANK,2205.12,2284.4,2180.1,2252.86,218001
2024-04-28,BAJFINANCE,1994.25,2082.7,1916.38,1995.37,581071
2024-04-28,HUL,1303.14,1325.8,1292.92,1323.92,728820
2024-04-28,KOTAKBANK,1196.99,1239.28,1145.38,1209.32,138256
2024-04-28,LT,1785.44,1809.93,1749.41,1790.87,150947
2024-04-28,ITC,2173.09,2257.98,2110.28,2147.22,137734
2024-04-29,RELIANCE,1714.99,1774.63,1666.22,1717.45,819095
2024-04-29,TCS,2895.4,2924.14,2852.45,2894.74,786387
2024-04-29,INFY,2278.21,2320.35,2258.2,2319.72,422111
2024-04-29,HDFCBANK,2067.09,2089.08,2010.76,2030.21,758105
2024-04-29,ICICIBANK,1575.95,1644.53,1491.16,1540.29,169288
2024-04-29,BAJFINANCE,1829.86,1881.98,1818.14,1861.65,906478
2024-04-29,HUL,2576.66,2622.07,2482.41,2492.89,551392
2024-04-29,KOTAKBANK,2906.47,2982.6,2866.08,2869.93,595154
2024-04-29,LT,1328.19,1359.44,1230.22,1359.23,458974
2024-04-29,ITC,2439.45,2474.05,2380.49,2452.73,156027
2024-04-30,RELIANCE,1485.88,1569.14,1421.55,1539.39,628804
2024-04-30,TCS,1528.65,1557.32,1461.22,1513.65,213458
2024-04-30,INFY,2430.19,2514.33,2395.72,2458.26,555845
2024-04-30,HDFCBANK,1924.39,1999.03,1913.54,1929.95,186727
2024-04-30,ICICIBANK,2371.71,2463.47,2286.24,2360.61,602739
2024-04-30,BAJFINANCE,1929.7,1967.07,1880.56,1940.64,629488
2024-04-30,HUL,2515.47,2568.38,2476.24,2566.93,327228
2024-04-30,KOTAKBANK,2946.23,3027.92,2875.56,2937.54,437995
2024-04-30,LT,2581.27,2591.9,2493.52,2520.6,108085
2024-04-30,ITC,2367.55,2392.97,2311.18,2357.27,884645
2024-05-01,RELIANCE,1032.86,1103.85,1008.85,1038.52,886054
2024-05-01,TCS,2199.15,2286.17,2125.79,2194.9,735709
2024-05-01,INFY,2810.61,2894.05,2756.22,2890.19,182367
2024-05-01,HDFCBANK,1232.0,1324.21,1215.86,1269.45,357837
2024-05-01,ICICIBANK,2338.98,2407.47,2269.06,2344.81,518887
2024-05-01,BAJFINANCE,1423.99,1495.34,1360.08,1366.18,349634
2024-05-01,HUL,1812.55,1894.74,1758.48,1787.13,864358
2024-05-01,KOTAKBANK,2618.44,2709.38,2561.0,2675.89,878697
2024-05-01,LT,2299.19,2315.1,2231.48,2236.42,781528
2024-05-01,ITC,2102.94,2141.61,2090.34,2115.96,217295
2024-05-02,RELIANCE,2868.22,2951.81,2804.8,2807.56,462848
2024-05-02,TCS,2810.42,2842.35,2755.9,2759.22,836986
2024-05-02,INFY,2193.97,2227.62,2132.18,2166.89,628865
2024-05-02,HDFCBANK,1316.64,1396.61,1256.21,1333.97,581369
2024-05-02,ICICIBANK,2209.83,2249.78,2164.22,2244.72,628487
2024-05-02,BAJFINANCE,1009.91,1086.67,946.92,1082.65,952322
2024-05-02,HUL,2985.17,3075.97,2970.58,3020.15,810186
2024-05-02,KOTAKBANK,1191.68,1233.99,1145.88,1215.2,200747
2024-05-02,LT,2021.85,2087.41,2009.79,2011.67,664366
2024-05-02,ITC,1341.57,1382.5,1301.2,1376.51,412854
2024-05-03,RELIANCE,2402.3,2443.04,2377.89,2430.35,994057
2024-05-03,TCS,2905.21,2967.74,2846.11,2961.08,978681
2024-05-03,INFY,1442.46,1530.07,1424.85,1496.36,646140
2024-05-03,HDFCBANK,1204.58,1295.04,1127.19,1180.82,378084
2024-05-03,ICICIBANK,1634.73,1663.08,1572.46,1627.01,825320
2024-05-03,BAJFINANCE,2782.73,2830.75,2742.88,2750.7,512802
2024-05-03,HUL,2809.92,2869.2,2741.12,2851.95,173809
2024-05-03,KOTAKBANK,1648.15,1725.59,1586.01,1634.88,693807
2024-05-03,LT,1419.37,1481.88,1362.22,1456.85,366064
2024-05-03,ITC,2660.8,2743.88,2637.45,2657.17,531437
2024-05-04,RELIANCE,2496.15,2583.67,2473.89,2548.4,723067
2024-05-04,TCS,2741.85,2785.28,2648.33,2768.51,216830
2024-05-04,INFY,2820.69,2895.13,2772.87,2820.74,645867
2024-05-04,HDFCBANK,1277.22,1345.65,1265.23,1336.4,533611
2024-05-04,ICICIBANK,1548.26,1595.15,1458.76,1514.18,102129
2024-05-04,BAJFINANCE,1748.99,1815.52,1722.05,1757.0,355429
2024-05-04,HUL,1704.57,1724.31,1658.94,1715.34,758241
2024-05-04,KOTAKBANK,1127.44,1156.19,1033.21,1130.91,755321
2024-05-04,LT,1410.43,1493.62,1324.73,1463.03,475728
2024-05-04,ITC,2360.48,2453.07,2261.31,2399.54,494762
